article_title	article_author	article_publication_date	article_content
Ngeri! Jokowi Ungkap Ancaman Besar buat Negara Kepulauan Termasuk RI	Herdi Alif Al Hikam - detikFinance	Selasa, 21 Mei 2024 12:06 WIB	"Presiden Joko Widodo (Jokowi) bertemu Presiden Majelis Umum Perserikatan Bangsa-Bangsa (PBB) Dennis Francis di sela-sela Konferensi Tingkat Tinggi (KTT) World Water Forum ke-10 di Bali. Jokowi menyampaikan beberapa isu penting di depan pejabat tinggi PBB itu.
Salah satunya adalah naiknya permukaan laut dan mengancam banyak negara kepulauan tenggelam. Isu ini juga dihadapi Indonesia, bahkan beberapa penelitian menyebutkan Jakarta kemungkinan bisa tenggelam dalam beberapa dekade ke depan.
Jokowi menyatakan Indonesia siap berkolaborasi dengan semua negara untuk mengatasi isu naiknya permukaan laut ini.
""Terkait kenaikan permukaan laut, Indonesia siap berkolaborasi,"" ungkap Jokowi dalam keterangan resmi pertemuan tersebut, Selasa (21/5/2024).
Indonesia juga mendorong terselenggaranya konvensi penting antar negara di dunia untuk membahas isu kenaikan air laut. Hal ini dilakukan agar ada aksi dan tindakan nyata antar negara untuk mengatasi isu penting ini.
Jokowi juga bicara soal reformasi sistem multilateral dan menyatakan kebutuhan mendesak untuk adaptasi negara-negara berkembang agar berperan lebih aktif dalam pencapaian Tujuan Pembangunan Berkelanjutan (SDGs).
Orang nomor 1 di Indonesia itu juga mengapresiasi kemajuan di Majelis Umum PBB terkait status Palestina, namun menekankan bahwa lebih banyak tindakan diperlukan untuk menyelesaikan konflik. Menurut Jokowi, akar persoalan konflik yaitu pendudukan ilegal Israel atas tanah Palestina harus diselesaikan.
""Kita tidak boleh berhenti sampai di sini, akar konflik harus diselesaikan, yaitu pendudukan ilegal Israel atas tanah Palestina. Untuk itu, proses pada sidang umum PBB harus mencerminkan upaya mencapai solusi dua negara,"" tutur Jokowi yang juga menekankan pentingnya memperkuat koordinasi badan-badan PBB untuk membantu rakyat Palestina.

Lihat juga Video: Yang Dibicarakan Jokowi dan Elon Musk Saat Bertemu di WWF Bali

[Gambas:Video 20detik]"
Respons Jokowi Usai Kaesang Lapor Gratifikasi Jet Pribadi ke KPK	Eva Safitri - detikSumbagsel	Rabu, 18 Sep 2024 11:01 WIB	"Ketum PSI Kaesang Pengarep yang merupakan putra Presiden Joko Widodo (Jokowi) mendatangi Gedung Dewan Pengawas (Dewas) KPK untuk melaporkan dugaan gratifikasi jet pribadi pada Selasa (19/9/2024). Terkait hal itu, Jokowi pun memberikan respons saat ditanya awak media.
Dilansir detikNews, Jokowi memberikan jawaban singkat saat dimintai tanggapan. Menurut Jokowi, semua warga negara sama di mata hukum.
""Saya kan sudah menyampaikan semua warga negara sama di mata hukum, itu aja,"" kata Jokowi setelah menghadiri Indonesia International Geothermal Convention and Exhibition 2024 di JCC, Senayan, Jakarta, Rabu (18/9/2024).
Seperti diketahui, Kaesang mendatangi gedung Dewas KPK, Selasa (17/9). Ia mengaku mendatangi gedung Dewas KPK atas inisiatif pribadi meski tidak diundang. Kaesang menyebutkan dia bukan pejabat penyelenggara negara.
""Kedatangan saya hari ini ke KPK adalah karena inisiatif pribadi sebagai warga negara yang baik, bukan karena panggilan/undangan tertulis dari KPK walaupun saya bukan pejabat/penyelenggara negara,"" katanya.
Kaesang Pangarep menyebutkan hanya menumpang ke temannya saat ditanya terkait penggunaan fasilitas jet pribadi dalam perjalanan ke Amerika Serikat (AS) bersama istri, Erina Gudono.
""Saya menyampaikan informasi mengenai perjalanan saya ke AS yang menumpang atau nebeng temen saya,"" kata Kaesang dalam keterangan pers tertulis yang dibagikan jubir PSI Sigit Widodo, Selasa (17/9)."
Jokowi Kunjungi RSUD Andi Sulthan Bulukumba, Tinjau Pelayanan BPJS	Isal Mawardi - detikNews	Jumat, 05 Jul 2024 13:00 WIB	"Presiden Joko Widodo (Jokowi) dan istrinya, Iriana, mengunjungi Rumah Sakit Umum Daerah (RSUD) H Andi Sulthan Daeng Radja, Kabupaten Bulukumba, Provinsi Sulawesi Selatan. Ia meninjau pelayanan BPJS.
Dilansir Biro Pers, Media, dan Informasi Sekretariat Presiden, Jumat (5/7/2024), petugas RSUD Andi Sulthan, Fauziah, sempat berdialog dengan Presiden Jokowi. Keduanya berdiskusi terkait pelayanan BPJS.
""Menanyakan tentang BPJS, kalau pasien datang bisa bawa kartu BPJS atau KTP, sama pelayanannya pasien menunggu berapa lama di sini baru bisa berobat. Biasanya 5 menit,"" ucap Fauziah.
""Tanggapan Pak Jokowi tentang pelayanan di sini alhamdulillah bagus,"" kata Fauziah.
Salah satu pasien, Ahmad Taufik, mengaku rutin berobat di RSUD Andi Sulthan. Ia memuji pelayanan di RSUD Andi Sulthan.
""Saya ke sini ke rumah sakit untuk berobat, salah satunya di poli gigi. Pelayanan BPJS-nya sangat efektif, di mana salah satunya untuk meringankan pengobatan, iurannya juga sangat terjangkau,"" ujarnya.
Pasien lainnya, Nelly, mengungkapkan rasa bahagianya atas kesempatan bertemu dengan Presiden Jokowi. Ia tak menyangka bisa bertemu dengan orang nomor 1 di RI.
""Senang karena bisa bertemu langsung sama beliau, secara biasanya di TV saja, makanya saya antusias sekali kebetulan saya hari ini kontrolnya,"" kata Nelly.
Turut mendampingi Jokowi dan Iriana dalam kegiatan tersebut adalah Menteri Pertanian Andi Amran Sulaiman, Menteri Pekerjaan Umum dan Perumahan Rakyat Basuki Hadimuljono, Menteri Kesehatan Budi Gunadi Sadikin, Pj Gubernur Sulawesi Selatan Zudan Arif Fakrulloh, dan Bupati Bulukumba Andi Muchtar Ali Yusuf."
Jokowi: Angka Kemiskinan Ekstrem Turun, Pengangguran Kita Tekan	Isal Mawardi, Dwi Rahmawati, Firda Cynthia Anggrainy - detikNews	Jumat, 16 Agu 2024 11:01 WIB	"Presiden Joko Widodo (Jokowi) menyampaikan capaiannya selama 10 tahun memimpin Indonesia di Sidang Tahunan MPR dan Sidang Bersama DPR-DPD. Jokowi mengatakan ekonomi Indonesia relatif membaik, ditandai dengan menurunnya angka kemiskinan dan tingkat pengangguran.
""Inflasi juga terkendali di kisaran 2-3 persen saat banyak negara mengalami kenaikan yang luar biasa, bahkan ada yang mencapai lebih dari 200 persen. Angka kemiskinan ekstrem mampu kita turunkan dari sebelumnya 6,1 persen menjadi 0,8 persen di tahun 2024. Angka stunting mampu kita kurangi dari sebelumnya 37% menjadi 21,5% di tahun 2023. Tingkat pengangguran juga mampu kita tekan dari sebelumnya 5,7% menjadi 4,8 persen di tahun 2024,"" kata Jokowi dalam pidato kenegaraan di Sidang Tahunan MPR dan Sidang Bersama DPR-DPD, Jumat (16/8/2024).
Jokowi juga menyampaikan ketangguhan Indonesia saat dilanda pandemi COVID-19. Indonesia juga relatif siap dalam menghadapi kondisi geopolitik dunia yang meruncing.
""Selain itu, ketangguhan kita sebagai sebuah bangsa juga terbukti dari daya tahan dalam menghadapi pandemi COVID-19, dalam menghadapi perubahan iklim, dan dalam menghadapi geopolitik dunia yang semakin memanas,"" ujar Jokowi.
Menurut Jokowi, Indonesia merupakan satu dari sedikit negara yang mampu pulih lebih cepat. Ekonomi Indonesia, kata Jokowi, terus bertumbuh.
""Pertumbuhan ekonomi kita terjaga di atas 5 persen, walau banyak negara tidak tumbuh, bahkan melambat. Wilayah Indonesia timur, seperti Papua dan Maluku, justru mampu tumbuh di atas 6 persen dan Maluku Utara mampu tumbuh di atas 20 persen,"" ujar Jokowi.

Simak Video 'Jokowi Pamer Inflasi Terkendali, Stunting Berkurang-Pengangguran Ditekan':

[Gambas:Video 20detik]"
Golkar Respons Isu Jokowi Jadi Ketua Dewan Pembina	Fandi Akbar - 20DETIK	17,314 Views | Rabu, 21 Agu 2024 04:30 WIB	Presiden Joko Widodo (Jokowi) diisukan bakal menjadi Ketua Dewan Pembina (Wanbin) Partai Golkar. Plt Ketua Umum Partai Golkar Agus Gumiwang menegaskan tidak ada pembahasan mengenai Dewan Pembina di Munas Partai Golkar.
Presiden Jokowi: Mohon Maaf untuk Setiap Hati yang Mungkin Kecewa	Isal Mawardi - detikNews	Jumat, 16 Agu 2024 11:06 WIB	"Presiden RI Joko Widodo menyampaikan permohonan maaf di pengujung jabatannya. Pria yang akrab disapa Jokowi ini meminta maaf kepada setiap hati yang mungkin kecewa.
Permohonan maaf ini disampaikan Jokowi dalam Sidang Bersama DPR-DPD RI di gedung parlemen, Senayan, Jakarta, Jumat (16/8/2024). Jokowi menyadari dirinya jauh dari kata sempurna.
""Sepuluh tahun bukanlah waktu yang cukup panjang untuk mengurai semua permasalahan bangsa. Saya sangat menyadari bahwa sebagai pribadi yang jauh dari kata sempurna, sebagai insan yang tumbuh dalam keterbatasan, dan sebagai manusia yang jauh dari kata istimewa, sangat mungkin ada yang luput dari pandangan saya. Sangat mungkin ada celah dari langkah-langkah yang saya ambil. Dan sangat mungkin banyak kealpaan dalam diri saya,"" kata Jokowi.
Di penghubung jabatannya, Jokowi meminta izin menyampaikan suara nurani terdalamnya kepada seluruh rakyat Indonesia. Jokowi meminta maaf kepada setiap hati yang kecewa terhadap dirinya.
""Oleh sebab itu, di pengujung masa jabatan ini, izinkan saya menyampaikan suara nurani terdalam kepada Bapak, Ibu, dan Saudara-saudara sebangsa setanah air, kepada seluruh rakyat Indonesia, tidak terkecuali satu pun,"" kata Jokowi.
""Saya dan Prof KH Ma'ruf Amin mohon maaf. Mohon maaf untuk setiap hati yang mungkin kecewa, untuk setiap harapan yang mungkin belum bisa terwujud, untuk setiap cita-cita yang mungkin belum bisa tergapai. Sekali lagi, kami mohon maaf. Kami mohon maaf. Ini adalah yang terbaik, yang bisa kami upayakan bagi rakyat Indonesia, bagi bangsa dan negara Indonesia,"" imbuh dia.
Jokowi menyebut capaian saat ini belum sepenuhnya tuntas dan sesuai harapan masyarakat. Dia meyakini hal ini bisa tuntas dengan keberlanjutan yang terjaga serta Indonesia dapat mewujudkan cita-citanya menjadi Indonesia Emas pada 2045.
""Saya tahu bahwa hasil yang kita capai pada saat ini belum sepenuhnya tuntas mencapai hasil akhir, belum sepenuhnya sesuai dengan harapan dan keinginan Bapak Ibu semua. Namun, saya yakin dan percaya, dengan persatuan dan kerja sama kita, dengan keberlanjutan yang terjaga, Indonesia sebagai negara yang kuat dan berdaulat akan mampu melompat dan menggapai cita-cita Indonesia Emas di tahun 2045,"" ujar Jokowi."
Jokowi Resmikan Kawasan Islamic Financial Center: Perkuat Ekonomi Syariah	Eva Safitri - detikNews	Selasa, 17 Sep 2024 10:13 WIB	"Presiden Joko Widodo (Jokowi) menyambut baik kawasan Indonesia Islamic Financial Center yang berlokasi di Jakarta Pusat. Jokowi menilai adanya kawasan tersebut dapat mendorong perkembangan ekonomi syariah.
""Saya menyambut baik kehadiran kawasan Indonesia Islamic Financial Center yang tadi telah disampaikan oleh Menteri BUMN,"" kata Jokowi dalam peresmian di Menara Danareksa, Jakarta Pusat, Selasa (17/9/2024).
Jokowi mendukung adanya kawasan ini juga akan mendorong industri halal di Indonesia. Perekonomian yang bisa terpicu yakni sektor fashion hingga wisata halal.
""Kalau platform kawasan ini ada, ini akan memberikan perkembangan ekonomi syariah kita dan mendukung industri halal, mendukung muslim fashion, mendukung wisata halal, mendukung industri makanan dan minuman halal. Ini akan terdukung semuanya. Sehingga potensi yang ada tidak lepas lari ke kawasan lain atau ke negara lain,"" ucapnya.
Sebab, lanjut Jokowi, Indonesia memiliki 263 juta penduduk muslim sehingga memiliki potensi besar mendukung peluang tersebut. Ia berharap Indonesia menjadi pusat ekosistem halal dunia.
""Kita tahu negara kita Indonesia ini memiliki penduduk muslim 236 juta. Ini sebuah market besar, sebuah pasar besar, sebuah potensi yang harus kita pikirkan agar peluang yang ada ini tidak lepas ke negara yang lain,"" ujarnya.
""Indonesia punya peluang, punya potensi untuk menjadi pusat industri halal dunia, pusat ekosistem halal dunia, dengan catatan kita harus memperkuat ekosistem ekonomi syariah,"" lanjut Jokowi."
Jokowi Tekankan Stabilitas dan Keberlanjutan Saat Pidato RUU APBN 2025	Firda Cynthia Anggrainy, Dwi Rahmawati, Isal Mawardi - detikNews	Jumat, 16 Agu 2024 14:26 WIB	"Presiden Joko Widodo (Jokowi) menekankan stabilitas dan keberlanjutan dalam pidatonya tentang RUU APBN tahun anggaran 2025 beserta nota keuangannya. Jokowi mengatakan APBN 2025 dirancang untuk menjaga program pemerintah sekarang ke pemerintah selanjutnya.
""Arsitektur APBN 2025 adalah pilar penting untuk menjaga keberlanjutan melalui penguatan berbagai program unggulan yang berkesinambungan dari pemerintah sekarang ke pemerintah yang akan datang,"" kata Jokowi di kompleks parlemen, Senayan, Jakarta, Jumat (16/8/2024).
Jokowi menjelaskan prinsip stabilitas-keberlanjutan dalam arsitektur APBN 2025 semata-mata untuk kesejahteraan masyarakat. Selain itu, pemerintah ingin ekonomi tumbuh inklusif.
""APBN 2025 dirancang untuk menjaga stabilitas, inklusivitas, dan keberlanjutan untuk meningkatkan kesejahteraan dan pemerataan melalui pertumbuhan ekonomi yang inklusif dan berkelanjutan,"" ujar Jokowi.
Jokowi juga menekankan mengenai pentingnya kelanjutan reformasi struktural. Hal itu dilakukan untuk menjaga kebijakan fiskal yang sehat dan kredibel, serta meningkatkan kolaborasi kebijakan fiskal, moneter, dan keuangan.
""Desain belanja dan pendapatan serta pembiayaan perlu dirancang fleksibel, dengan menyediakan ruang fiskal untuk mengantisipasi ketidakpastian, serta mendukung keberlanjutan pembangunan dalam transisi peralihan pemerintahan,"" imbuh Jokowi."
Jokowi Pastikan Program Prabowo Makan Bergizi Gratis Masuk RAPBN 2025	Anggi Muliawati - detikNews	Jumat, 16 Agu 2024 14:35 WIB	"Presiden Joko Widodo (Jokowi) menyampaikan pidato Rancangan Anggaran Pendapatan dan Belanja Negara (RAPBN) 2025. Jokowi memastikan program presiden dan wakil presiden terpilih, Prabowo Subianto-Gibran Rakabuming Raka, masuk dalam RAPBN 2025.
Jokowi mengatakan APBN 2025 dirancang fleksibel. Dia mengatakan APBN 2025 menyediakan ruang fiskal untuk mengantisipasi ketidakpastian dan mendukung keberlanjutan pembangunan dalam transisi peralihan pemerintahan.
Salah satu kebijakan jangka pendek yang masuk RAPBN 2025 ialah program makan bergizi gratis yang menjadi janji Prabowo saat Pilpres 2024. Jokowi mengatakan program itu ditujukan untuk mengakselerasi pertumbuhan ekonomi seta menguatkan kesejahteraan dan pemerataan.
""Makan Bergizi Gratis (MBG) diarahkan untuk meningkatkan gizi anak sekaligus memberdayakan UMKM, dan meningkatkan ekonomi masyarakat kecil di daerah. Program Makan Bergizi Gratis dilakukan secara bertahap, diselaraskan dengan kesiapan teknis dan kelembagaan, serta tata kelola yang akuntabel,"" ujar Jokowi dalam sidang paripurna DPR, Jakarta, Jumat (16/8/2024).
Jokowi juga mengatakan program renovasi sekolah masuk dalam RAPBN 2025. Dia mengatakan percepatan renovasi sekolah ditujukan untuk meningkatkan akses dan kualitas pendidikan.
""Kedua, program percepatan renovasi sekolah untuk meningkatkan akses, kualitas, dan link and match pendidikan dengan dunia usaha, serta pembangunan sekolah unggulan. Ekosistem pendidikan yang kondusif juga akan dikembangkan,"" ucap Jokowi.
Dia mengatakan program penguatan lumbung pangan juga masuk dalam RAPBN 2025. Program rumah murah juga masuk RAPBN 2025.
""Ketiga, untuk mendorong produktivitas, menjaga pasokan, dan keterjangkauan harga pangan diperlukan penguatan lumbung pangan dan jaringan irigasi. Serta, untuk meningkatkan ekonomi masyarakat, diperlukan peningkatan pembiayaan rumah murah untuk rakyat dan peningkatan permodalan bagi UMKM,"" ujarnya."
Jokowi Apresiasi Kerja Keras KPU: Sukses Menyelenggarakan Pilpres-Pileg!	Yumna Khan - 20DETIK	4,176 Views | Selasa, 20 Agu 2024 10:47 WIB	KPU RI menggelar Konsolidasi Nasional Kesiapan Pilkada Serentak 2024 pada Selasa (20/8). Presiden Joko Widodo (Jokowi) pun mengapresiasi kerja keras KPU sebelumnya di Pilpres dan Pileg.
Alasan Jokowi Buru-buru Bikin Badan Gizi Nasional	Herdi Alif Al Hikam - detikFinance	Senin, 19 Agu 2024 12:29 WIB	"Presiden Joko Widodo (Jokowi) telah resmi melantik Dadan Hindayana sebagai Kepala Badan Gizi Nasional. Instansi baru ini terkesan terburu-buru dibuat demi melancarkan program Makan Bergizi Gratis.
Perpres 83 tahun 2024 yang menjadi dasar aturan instansi ini baru diteken 15 Agustus, hari ini di 19 Agustus 2024, Jokowi langsung menunjuk Kepala Badan Gizi Nasional.
Dadan pun menjelaskan maksud dari pembuatan instansi baru ini. Dia membenarkan instansinya memang dibuat khusus untuk menjalankan program prioritas presiden terpilih Prabowo Subianto, yaitu Makan Bergizi Gratis.
""Ya jadi gini, Badan Gizi Nasional ini kan sebetulnya dibentuk untuk melaksanakan program prioritasnya Pak Presiden Terpilih Prabowo Subianto,"" beber Dadan ditemui di Istana Negara, Jakarta Pusat, Senin (19/8/2024).
Nah menurutnya Badan Gizi Nasional dibuat sejak saat ini karena mengikuti siklus anggaran. Desember 2024 mendatang harus sudah ada pemegang anggaran Makan Bergizi Gratis yang sudah dimasukkan dalam APBN 2025, maka dari itu Badan Gizi Nasional selaku pemegang anggaran Makan Bergizi Gratis perlu disiapkan dari sekarang.
""Karena terkait dengan siklus anggaran maka agar bisa dilaksanakan tahun 2025 dan dari Januari maka dalam nota keuangan kan sudah harus masuk anggarannya. Dan itu sudah dimasukkan sehingga Perpres ini harus dibentuk di era Pak Jokowi,"" jelas Dadan.
Setelah dilantik Jokowi, Dadan akan mengebut pembuatan struktural Badan Gizi Nasional. Mulai dari mencari pejabat tinggi pratama, inspektur jenderal, hingga urusan kedeputian. Fokusnya paling depan adalah menyusun struktur dan tata kerja organisasi.
Kemudian pihaknya akan menyusun seluruh peraturan badan dan seluruh peraturan yang terkait dengan program pemenuhan gizi, utamanya Badan Gizi Nasional. Targetnya, 2 Januari 2025 program Makan Bergizi Gratis sudah bisa dilakukan.
""Saya bertugas untuk menyiapkan segala sesuatunya agar Januari program makan bergizi gratis bisa dilaksanakan,"" sebut Dadan."
Joman soal Habib Rizieq dkk Gugat Jokowi Rp 5.246 T: Buset, Ngeri Sekali Itu	Matius Alfons Hutajulu - detikNews	Minggu, 06 Okt 2024 06:43 WIB	"Ketua Relawan Jokowi Mania (Joman), Immanuel Ebenezer atau Noel, merespons pihak Habib Rizieq yang menggugat Presiden Joko Widodo (Jokowi) senilai Rp 5.246 triliun. Noel mengaku terkejut dengan nilai gugatan tersebut.
""Saya rasa apa yang dilakukan Habib Rizieq ya selama saluran konstitusinya dia lakukan, nggak masalah. Dia punya hak secara konstitusional, kemudian gugatannya Rp 5.246 triliun, buset... luar biasa itu, APBN kita aja cuma Rp 3.000 (triliun) sekian,"" kata Noel saat dihubungi, Sabtu (5/10/2024).
Noel mengaku tidak masalah dengan gugatan Habib Rizieq tersebut. Namun dia berharap Habib Rizieq juga bisa menerima apa pun keputusan hakim nantinya.
""Artinya ya nggak apa juga sih, kita hargai proses hukumnya, tapi kalau tidak terbukti kemudian, ya Habib Rizieq juga harus legowo menerima keputusan hukumnya. Soal yang lain-lain, saya rasa sih kita serahkan ke pengadilan ya, itu lebih penting daripada kita berwacana di luar konteks,"" ucapnya.
Meski begitu, Noel menyebut nilai gugatan hingga ribuan triliun itu tidak rasional. Selain mengerikan, kata dia, gugatan itu juga sangat besar.
""Menurut saya sih nggak rasional Rp 5.246 triliun, ngeri sekali itu. Itu besar banget, kemudian soal utang yang digugat jangan Jokowi, makanya saya nggak ngerti, yang digugat Jokowi sebagai presiden atau Jokowi sebagai pribadi. Kalau digugat Jokowi sebagai Presiden, ya yang digugat kan negara, artinya lembaga kepresidenan kan mewakili negara,"" jelasnya.
""Ya nggak apa, kita lihat saja apakah negara mampu, pasti saya yakin mampu menjelaskan utang-utang yang selama ini terjadi ya. Tapi tetap apa pun yang dilakukan Habib Rizieq, Pak Jokowi akan menghargai dan menghormati. Karena ini kan negara hukum siapa pun sama di mata hukum, kita tunggu saja hasilnya, semoga Habib Rizieq juga menghormati keputusan hukum nanti, jangan lagi membuat narasi-narasi yang memperkeruh,"" lanjutnya.
Sebelumnya diberitakan, Habib Rizieq Shihab (HRS) bersama enam orang lainnya melayangkan gugatan perdata ke Presiden Joko Widodo. Dalam salah satu petitum gugatannya, pihak penggugat menuntut Jokowi selaku tergugat untuk membayar ganti rugi sebesar Rp 5.246,75 triliun. Dari mana kalkulasi angka itu muncul?
""Kalkulasinya dari utang luar negeri Indonesia sejak beliau menjabat yang diduga menimbulkan kerugian sebesar itu,"" kata pengacara HRS, Aziz Yanuar, saat dihubungi, Jumat (4/10).
Gugatan yang dilayangkan Rizieq dkk ini terdaftar di Pengadilan Negeri Jakarta Pusat. Gugatan itu dilayangkan pada 30 September 2024 dan teregister dengan nomor perkara 661/Pdt.G/2024/PN Jkt.Pst.
Aziz menjelaskan latar belakang gugatan itu dilayangkan. Dia menyebut gugatan tersebut berkaitan dengan dugaan pelanggaran kewenangan yang dilakukan Jokowi.
""Gugatannya perihal dugaan kebohongan dengan menggunakan instrumen ketatanegaraan,"" kata Aziz.

Simak Video 'Sederet Alasan Habib Rizieq dkk Gugat Rp 5.246 T ke Jokowi, Singgung Esemka':

[Gambas:Video 20detik]"
